gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000171346,3.13737641,-1.754807582,1.142695659,-1.535673623,0.124618448,NA
ENSG00000171368,4.822587799,1.638084241,0.774473147,2.115094948,0.034421856,NA
ENSG00000171405,1.328283279,0.892128579,1.39556286,0.639260763,0.522653309,NA
ENSG00000171435,2.156765303,0.965600792,1.237472579,0.780300758,0.435213867,NA
ENSG00000171450,0.621267176,-0.936006907,2.409204373,-0.388512871,0.697636531,NA
ENSG00000171481,0.138801711,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000171483,0.136165139,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000171487,0.416405132,2.267662772,3.482349766,0.651187538,0.514925434,NA
ENSG00000171489,0.343665954,-0.506226021,3.528897721,-0.143451599,0.885933534,NA
ENSG00000171495,0.131518177,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000171496,2.999728744,-0.054650013,0.933422176,-0.058548012,0.95331212,NA
ENSG00000171501,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000171505,0.1226236,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000171532,1.199406771,1.272391754,1.502909321,0.846619112,0.397207458,NA
ENSG00000171631,6.32744889,0.755140479,0.77419365,0.975389657,0.329367012,NA
ENSG00000171657,6.365154269,-0.56593992,1.203140044,-0.47038574,0.63807945,NA
ENSG00000171659,0.35742182,0.8190847,3.302570968,0.248014262,0.804123372,NA
ENSG00000171695,0.72693141,-1.96952234,2.339559838,-0.841834565,0.399880561,NA
ENSG00000171714,2.684861969,1.093285483,1.411400908,0.77461016,0.438570052,NA
ENSG00000171722,0.27603169,1.539409241,3.52295593,0.436965228,0.662136566,NA
ENSG00000171747,2.922523992,0.254881037,0.952929353,0.267471073,0.789106483,NA
ENSG00000171766,1.359296173,0.538642431,1.800011285,0.299243919,0.764753941,NA
ENSG00000171772,2.224399567,0.437671796,1.191705585,0.367265038,0.713421331,NA
ENSG00000171773,1.799849522,-0.887868482,1.259229035,-0.705088954,0.48075488,NA
ENSG00000171777,3.462126112,0.479620363,1.017400175,0.471417614,0.63734254,NA
ENSG00000171786,1.185334803,0.042003986,1.58621732,0.0264806,0.978874007,NA
ENSG00000171794,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000171804,1.487912961,0.106936541,1.509962274,0.070820671,0.94354048,NA
ENSG00000171860,0.83238067,-0.830104022,2.377455411,-0.349156505,0.726971818,NA
ENSG00000171864,4.087322814,-0.899480182,0.848575377,-1.059988548,0.289149809,NA
ENSG00000171872,4.378364608,1.094212617,0.83035151,1.317770371,0.187580529,NA
ENSG00000171903,4.001450131,0.79315176,0.920824111,0.861349904,0.389045358,NA
ENSG00000171916,0.400227022,1.033388839,3.513837362,0.294091255,0.768688173,NA
ENSG00000171931,4.665837015,0.551382407,0.88397542,0.623753098,0.532789746,NA
ENSG00000171954,0.228697489,-1.270361641,3.526858399,-0.360196384,0.718700279,NA
ENSG00000171956,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000171989,1.532707267,0.83303149,1.685561547,0.494216002,0.621153639,NA
ENSG00000172005,0.96694572,-1.306904077,2.268217689,-0.576181062,0.564492804,NA
ENSG00000172014,2.317617834,-1.201086639,1.380193166,-0.870230825,0.384174273,NA
ENSG00000172020,7.596648953,-0.590990409,0.771608658,-0.765919878,0.443723977,NA
ENSG00000172073,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000172139,1.48869183,-1.47399379,2.114757693,-0.697003631,0.485800522,NA
ENSG00000172156,526.5950152,-0.383515105,1.1414553,-0.335987844,NA,NA
ENSG00000172179,0.51874317,0.101475726,2.520546363,0.040259417,0.967886308,NA
ENSG00000172209,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000172215,5.627284365,-0.482498434,0.791391052,-0.609683964,0.542071179,NA
ENSG00000172232,1.642944108,-0.418063013,1.311742554,-0.318708127,0.749947851,NA
ENSG00000172247,3.061150688,0.414509128,1.000136614,0.414452508,0.678542741,NA
ENSG00000172297,4.862671151,0.270271864,1.078026057,0.250709954,0.802038364,NA
ENSG00000172322,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000172362,0.584857657,1.710000385,3.471930447,0.492521498,0.622350728,NA
ENSG00000172365,0.724074767,-0.565989629,2.331784309,-0.242728123,0.80821602,NA
ENSG00000172367,0.394554532,2.199016835,3.487069394,0.630620325,0.528288806,NA
ENSG00000172404,2.577614724,-0.134664159,1.049864499,-0.128268133,0.897936783,NA
ENSG00000172410,0.302831184,-0.50993406,3.528719028,-0.144509681,0.885098013,NA
ENSG00000172421,1.096068752,-0.224035642,1.618266874,-0.138441715,0.88989133,NA
ENSG00000172425,3.412715445,0.053130782,1.038357729,0.05116809,0.959191579,NA
ENSG00000172460,5.544713266,1.0344685,0.868346909,1.191307863,0.233532748,NA
ENSG00000172461,1.759922317,0.253065926,1.304492392,0.193995708,0.846179242,NA
ENSG00000172468,0.92785967,1.580798163,2.223087418,0.711082322,0.477033224,NA
ENSG00000172478,0.563569716,-1.424912591,2.969515094,-0.479846893,0.631336266,NA
ENSG00000172482,2.054109889,0.235663207,1.241686339,0.189792865,0.849471447,NA
ENSG00000172543,3.786876536,-1.263100295,0.900667664,-1.402404399,0.16079452,NA
ENSG00000172548,2.82191922,0.068311662,0.983794537,0.06943692,0.944641842,NA
ENSG00000172551,0.426185361,-2.145311805,3.466513292,-0.618867324,0.536003766,NA
ENSG00000172554,0.607315983,-1.673172319,2.926215011,-0.571787211,0.567466143,NA
ENSG00000172575,5.882554551,0.932798602,0.864480114,1.079028409,0.280575064,NA
ENSG00000172640,0.749046604,0.288790441,2.312143921,0.124901585,0.900601464,NA
ENSG00000172673,0.62063745,0.910077548,2.41401377,0.376997662,0.706175342,NA
ENSG00000172689,1.615332154,0.909331282,1.466769632,0.619955078,0.535287362,NA
ENSG00000172717,1.28886871,0.017399789,1.893466357,0.009189384,0.992668036,NA
ENSG00000172724,0.319166569,-1.732288974,3.493600976,-0.495846259,0.620002885,NA
ENSG00000172746,0.261425311,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000172752,4.599521754,-1.239726097,1.602085076,-0.773820389,0.439037013,NA
ENSG00000172789,2.602763483,-1.071253356,1.364147122,-0.785291659,0.432282585,NA
ENSG00000172794,7.647046799,0.050447121,0.585693231,0.086132326,0.931361226,NA
ENSG00000172799,0.407960169,-1.007211586,3.493881801,-0.288278666,0.773133436,NA
ENSG00000172818,0.302358732,-0.508242526,3.475584232,-0.146232257,0.883738042,NA
ENSG00000172900,5.247621223,-0.299497807,0.888312899,-0.337153505,0.736001185,NA
ENSG00000172927,5.164269072,-0.702559828,0.822184545,-0.854503813,0.392825898,NA
ENSG00000172938,0.753732456,1.241446967,2.816263746,0.44081346,0.659348048,NA
ENSG00000172940,0.302100608,0.695546457,3.525453502,0.197292761,0.843598444,NA
ENSG00000172967,0.48805953,-1.122887387,3.069724425,-0.365794199,0.714518649,NA
ENSG00000172969,1.773866954,1.987015836,1.387781726,1.431792766,0.152203138,NA
ENSG00000172971,2.074474767,-0.653305142,1.416508589,-0.461208034,0.644649358,NA
ENSG00000172974,3.267362932,1.058018044,1.288680127,0.821009048,0.411641115,NA
ENSG00000172987,1.721530898,1.522874303,1.851764918,0.82239073,0.410854553,NA
ENSG00000172995,1.011819916,3.541969589,2.596173973,1.364303635,0.172472022,NA
ENSG00000173080,0.136165139,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000173124,1.866943308,0.755254791,1.141616157,0.661566312,0.508249203,NA
ENSG00000173208,0.775206341,-0.696934882,2.339789048,-0.297862272,0.765808284,NA
ENSG00000173213,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000173239,0.138801711,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000173253,0.583325463,0.394979303,2.99149932,0.132033894,0.894957483,NA
ENSG00000173261,1.1412669,-1.851452629,1.599172793,-1.157756458,0.246963437,NA
ENSG00000173262,5.36244282,0.403175044,1.127651912,0.357535015,0.720691318,NA
ENSG00000173338,2.333332161,-0.837956907,1.088239017,-0.770011821,0.441292881,NA
ENSG00000173366,4.641245996,1.705793124,1.6898154,1.009455308,0.312756325,NA
ENSG00000173389,0.666338607,0.705435197,2.112985028,0.333857168,0.738487342,NA
ENSG00000173401,7.066311721,-0.220511687,0.62491185,-0.352868468,0.724187051,NA
ENSG00000173432,2.477508567,4.019241879,1.610342071,2.495893234,0.012564041,NA
ENSG00000173452,0.61284725,-0.241673117,2.456769972,-0.098370267,0.921638284,NA
ENSG00000173464,0.10654634,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000173578,6.191869726,1.780718626,1.38679109,1.284056869,0.199122058,NA
ENSG00000173610,1.360573789,-1.118000081,1.711458783,-0.653243941,0.513599026,NA
ENSG00000173662,4.578478228,0.191158766,0.817821554,0.233741414,0.815185735,NA
ENSG00000173678,5.019885462,0.041675893,0.812365138,0.051301922,0.959084937,NA
ENSG00000173699,0.27496685,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000173702,0.98998423,-1.347185464,2.331581125,-0.577799095,0.563399766,NA
ENSG00000173714,5.183652034,-0.150058584,0.859591279,-0.174569691,0.861417766,NA
ENSG00000173728,0.627926081,0.824438229,2.449083737,0.336631295,0.736394862,NA
ENSG00000173805,6.677785561,-0.529672792,0.658952411,-0.803810386,0.421506491,NA
ENSG00000173809,6.578683219,-0.285058914,0.681730547,-0.418140151,0.675844651,NA
ENSG00000173825,1.858933683,0.052346306,1.231730763,0.042498172,0.966101569,NA
ENSG00000173826,3.04018774,-1.168970369,0.959808038,-1.217921003,0.223253994,NA
ENSG00000173868,0.375761851,1.064963906,3.511839761,0.303249572,0.761699673,NA
ENSG00000173930,7.547798234,-0.662168858,0.655863157,-1.009614355,0.312680089,NA
ENSG00000173976,0.686036042,0.191758011,2.360991779,0.081219263,0.935267581,NA
ENSG00000173988,2.407291391,0.189038256,1.336739386,0.141417436,0.887540181,NA
ENSG00000173991,7.282425203,-0.200578037,0.679175062,-0.295325975,0.767744876,NA
ENSG00000174004,8.616758083,-0.031725473,0.673928897,-0.047075401,0.962453133,NA
ENSG00000174038,3.380940402,-0.759557864,1.362119267,-0.557629484,0.577097419,NA
ENSG00000174123,3.925119328,0.310693982,0.896042792,0.346740117,0.728786569,NA
ENSG00000174225,1.656644473,0.895916149,1.265820119,0.707775249,0.479084839,NA
ENSG00000174226,0.573050222,-0.481646715,2.469183801,-0.195063127,0.845343528,NA
ENSG00000174236,5.987212542,-1.385465865,0.882851416,-1.569308084,0.11657617,NA
ENSG00000174255,3.568285456,0.239699774,0.858664505,0.279154166,0.780126516,NA
ENSG00000174343,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000174417,0.285550895,0.695546457,3.525453502,0.197292761,0.843598444,NA
ENSG00000174429,1.111525041,0.178346684,2.145066815,0.083142717,0.93373806,NA
ENSG00000174448,4.433521269,-0.347364214,0.75361025,-0.460933505,0.644846313,NA
ENSG00000174450,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000174453,1.426296225,2.375997098,1.819550705,1.305815272,0.191615385,NA
ENSG00000174469,1.718444712,1.844224275,2.09603533,0.879863163,0.378933443,NA
ENSG00000174473,1.81952537,-2.454582288,1.77069258,-1.38622724,0.165677526,NA
ENSG00000174482,0.526072709,2.613109694,3.461619791,0.75488062,0.450320615,NA
ENSG00000174498,1.80105255,-1.275322901,1.257133933,-1.0144686,0.310359205,NA
ENSG00000174500,2.660531279,-0.447360427,1.348381443,-0.331775871,0.740058506,NA
ENSG00000174502,0.10654634,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000174521,0.98674723,1.568035306,2.759895241,0.568150299,0.569932916,NA
ENSG00000174527,8.519471802,0.413340187,0.736976891,0.560859088,0.574893602,NA
ENSG00000174567,0.364862628,-1.899534326,3.25889304,-0.582877162,0.559975996,NA
ENSG00000174572,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000174576,3.137553938,2.517243921,1.092200335,2.304745604,0.021180825,NA
ENSG00000174600,2.237544746,-1.1553,1.332203656,-0.86720975,0.385827095,NA
ENSG00000174611,2.253381319,-1.221505026,1.424235715,-0.857656505,0.391082164,NA
ENSG00000174640,0.88985296,1.630303403,2.307641424,0.706480385,0.479889446,NA
ENSG00000174672,7.134990776,-1.411878713,0.772128347,-1.828554435,0.067466384,NA
ENSG00000174715,0.186293186,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000174788,0.726306782,-0.471570944,2.950364009,-0.159834835,0.873011183,NA
ENSG00000174792,4.42382426,0.777787774,1.18726931,0.655106443,0.512399224,NA
ENSG00000174837,2.849574413,-2.125565352,1.27975316,-1.660918229,0.096729871,NA
ENSG00000174844,8.617227511,-0.39893299,0.950299372,-0.419797173,0.67463363,NA
ENSG00000174871,3.525826076,-0.237169644,1.046659559,-0.22659674,0.820737327,NA
ENSG00000174876,0.586119309,-0.510066016,2.128961402,-0.239584435,0.810652432,NA
ENSG00000174885,0.441160443,0.13835092,2.607041032,0.053068179,0.957677585,NA
ENSG00000174898,0.228697489,-1.270361641,3.526858399,-0.360196384,0.718700279,NA
ENSG00000174912,5.28560698,-0.249655725,1.233543249,-0.202389114,0.839612538,NA
ENSG00000174963,0.10654634,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000174977,0.585679053,0.507636387,3.499115313,0.145075638,0.884651153,NA
ENSG00000174992,1.857857664,0.248950825,1.480075188,0.168201472,0.866424783,NA
ENSG00000175003,5.921159104,0.103925401,0.978945073,0.106160605,0.915454927,NA
ENSG00000175018,0.10654634,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000175077,0.378404167,-1.94677696,3.478597455,-0.55964422,0.575722136,NA
ENSG00000175097,0.225903643,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000175161,2.986207431,0.210374241,1.112235415,0.189145425,0.84997884,NA
ENSG00000175164,6.282208692,-0.325415726,0.686140656,-0.474269704,0.635307593,NA
ENSG00000175170,5.534136244,-0.058067348,0.748046554,-0.077625313,0.938126107,NA
ENSG00000175175,2.910022481,-0.854174549,0.932701177,-0.915807303,0.359767973,NA
ENSG00000175189,1.825104295,1.50818536,1.455360273,1.036296914,0.300063645,NA
ENSG00000175206,4.394169584,-0.917419007,0.892556714,-1.027855141,0.304017974,NA
ENSG00000175229,0.417069073,1.215998535,3.153346365,0.38562162,0.699776919,NA
ENSG00000175262,2.486049298,-0.738769728,1.251380948,-0.590363573,0.554946927,NA
ENSG00000175264,0.378876619,-1.948440473,3.478489338,-0.560139843,0.575384055,NA
ENSG00000175267,8.395413069,-0.685942161,0.825873951,-0.830565197,0.406219302,NA
ENSG00000175294,0.903136375,2.474924894,2.703083346,0.91559326,0.359880268,NA
ENSG00000175311,3.764703365,-1.14687157,0.85247438,-1.345344327,0.178514065,NA
ENSG00000175315,1.679917346,0.11787212,1.520922535,0.07750041,0.938225465,NA
ENSG00000175318,5.346803647,-1.611989955,1.003166988,-1.606900919,0.108076105,NA
ENSG00000175336,1.401572206,-0.819633016,1.659295856,-0.49396436,0.62133135,NA
ENSG00000175344,6.058576479,-1.831664297,1.337697898,-1.369266035,0.170916131,NA
ENSG00000175485,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000175497,1.5648427,0.762830829,1.359439582,0.56113625,0.574704658,NA
ENSG00000175509,0.10654634,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000175544,4.603202958,-1.226510493,1.093707436,-1.121424663,0.262107143,NA
ENSG00000175556,2.994313168,0.778913157,1.142670189,0.681660521,0.495453636,NA
ENSG00000175591,1.1372165,-0.078941214,2.163442502,-0.036488704,0.970892685,NA
ENSG00000175658,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000175664,3.0635456,0.68893519,1.110569156,0.62034425,0.535031168,NA
ENSG00000175697,6.957683981,0.154760318,0.861592178,0.179621313,0.857449872,NA
ENSG00000175707,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000175730,1.224851059,2.048138726,1.671816273,1.225097972,0.220538309,NA
ENSG00000175749,0.628371435,-0.380002172,2.457962519,-0.154600475,0.877136296,NA
ENSG00000175785,0.261425311,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000175793,2.469006174,0.195319655,1.220842894,0.159987543,0.872890887,NA
ENSG00000175800,0.238064517,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000175820,2.0116184,-1.297016769,1.608240124,-0.806482036,0.419964962,NA
ENSG00000175841,0.089738504,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000175857,0.334985704,-0.631069861,3.522640696,-0.179146815,0.857822424,NA
ENSG00000175868,1.229650198,0.109062462,1.428954193,0.076323273,0.93916191,NA
ENSG00000175874,6.523497061,0.267033881,0.69716739,0.383026923,0.701699802,NA
ENSG00000175877,0.1226236,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000175879,5.549001421,-0.26523712,1.358896496,-0.195185668,0.845247599,NA
ENSG00000175886,1.273658428,-0.222783722,1.835917582,-0.121347344,0.903415922,NA
ENSG00000175894,7.396863763,-0.050591005,1.031471923,-0.04904739,0.96088153,NA
ENSG00000175920,1.27255625,0.857637275,1.645234472,0.521285743,0.602167731,NA
ENSG00000176009,0.973344301,-0.7052911,1.690535159,-0.4171999,0.676532198,NA
ENSG00000176020,4.047898921,-3.566678549,1.84672976,-1.93134839,0.053439983,NA
ENSG00000176029,2.877639133,0.095493077,0.96895493,0.098552651,0.921493466,NA
ENSG00000176040,0.367499199,-0.548890205,3.292564054,-0.166706007,0.867601379,NA
ENSG00000176049,2.626141456,0.060233037,1.219180554,0.049404526,0.960596922,NA
ENSG00000176054,6.690030586,-0.096316801,0.615331843,-0.156528226,0.875616673,NA
ENSG00000176076,4.885685608,-0.982571287,0.908563292,-1.081456069,0.279494292,NA
ENSG00000176083,0.471251694,0.100768134,2.572552598,0.039170485,0.968754465,NA
ENSG00000176092,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000176134,1.548917617,-0.031695952,1.321669711,-0.023981749,0.980867166,NA
ENSG00000176136,0.21309268,-1.2312738,3.528719186,-0.348929381,0.727142327,NA
ENSG00000176153,3.399698078,0.723518621,1.041802292,0.694487453,0.487376566,NA
ENSG00000176160,0.244875599,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000176165,7.67308685,1.478585482,0.911010059,1.623017734,0.104585614,NA
ENSG00000176183,0.131518177,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000176204,7.587291531,-0.686766237,0.688935751,-0.99685092,0.318836878,NA
ENSG00000176268,1.283431273,0.352350166,1.745225954,0.201893724,0.839999809,NA
ENSG00000176289,5.595379267,-0.432115429,0.862843348,-0.500804033,0.616509047,NA
ENSG00000176302,0.1226236,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000176343,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000176358,4.948521467,-1.459578777,0.844787529,-1.727746595,0.084033666,NA
ENSG00000176378,0.990778965,-1.316169776,2.209503161,-0.595685853,0.55138511,NA
ENSG00000176383,7.761724232,0.896123155,0.754052587,1.188409363,0.234672169,NA
ENSG00000176402,1.096484151,-2.510255661,2.037054449,-1.232296792,0.217838238,NA
ENSG00000176406,6.794505269,0.811927459,0.677781939,1.197918403,0.230948785,NA
ENSG00000176510,0.228697489,-1.270361641,3.526858399,-0.360196384,0.718700279,NA
ENSG00000176532,1.818533846,0.460861846,1.598957854,0.288226388,0.773173451,NA
ENSG00000176584,1.405615265,-1.168966827,1.541400951,-0.758379464,0.448223848,NA
ENSG00000176635,0.678651659,-0.866774093,2.362083373,-0.366953217,0.713653914,NA
ENSG00000176654,0.759444905,-1.941723069,2.777991912,-0.698966423,0.484573015,NA
ENSG00000176681,8.030297353,0.818009908,1.077325094,0.759297181,0.447674803,NA
ENSG00000176716,1.298917506,0.546676151,1.776745169,0.307684051,0.758322757,NA
ENSG00000176761,5.810469098,-0.128988908,0.923346089,-0.139697248,0.888899201,NA
ENSG00000176769,0.468615122,-1.223722288,3.124801906,-0.391615957,0.695341996,NA
ENSG00000176842,0.488939997,1.346312834,3.046243141,0.441958429,0.658519288,NA
ENSG00000176857,0.429004666,-0.551270103,3.163007171,-0.174286707,0.861640146,NA
ENSG00000176882,0.136165139,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000176884,0.912689348,-0.602603095,2.279234194,-0.264388406,0.791480645,NA
ENSG00000176887,7.094800571,-0.357918439,0.746691443,-0.479339146,0.631697377,NA
ENSG00000176907,5.543674182,1.109392646,0.770392143,1.440036293,0.149857131,NA
ENSG00000176919,6.915149835,-0.29782198,0.785049777,-0.379367002,0.704415351,NA
ENSG00000176945,5.763927087,-0.430233474,0.934328913,-0.460473253,0.645176565,NA
ENSG00000176979,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000176998,0.237592066,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000177047,0.816270567,1.329542262,2.278299315,0.583567863,0.559511087,NA
ENSG00000177108,0.98955975,-2.398205357,2.153826605,-1.113462593,0.265509805,NA
ENSG00000177138,3.070404462,-0.379253353,1.263763291,-0.300098409,0.764102093,NA
ENSG00000177173,1.249094606,0.224135805,1.431895089,0.156530885,0.875614577,NA
ENSG00000177181,3.905320441,0.086854967,0.854499633,0.101644242,0.919039061,NA
ENSG00000177182,6.3808153,0.054967088,0.78181832,0.070306729,0.943949527,NA
ENSG00000177212,0.10654634,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000177291,4.352103393,0.090317765,0.755401593,0.119562582,0.904829662,NA
ENSG00000177294,2.03254516,-0.790975088,1.209767197,-0.653824215,0.513225064,NA
ENSG00000177301,4.980226364,-2.304083646,1.181512692,-1.950113326,0.051162613,NA
ENSG00000177306,5.640609798,0.417089944,1.561158624,0.267166922,0.789340643,NA
ENSG00000177324,1.694998376,1.395674586,1.316321736,1.06028378,0.289015516,NA
ENSG00000177350,0.917031353,0.813893227,1.869684186,0.435310537,0.663337038,NA
ENSG00000177354,5.358432626,1.179695057,1.275381125,0.924974531,0.354979156,NA
ENSG00000177359,1.497896184,-0.295236743,1.824949799,-0.161778008,0.871480672,NA
ENSG00000177418,0.449796895,2.411611731,3.01460189,0.799976852,0.423724209,NA
ENSG00000177455,3.525403535,0.36653558,1.232859059,0.297305338,0.766233406,NA
ENSG00000177462,0.25878874,-1.36195323,3.521978623,-0.386701163,0.698977455,NA
ENSG00000177494,2.627160714,0.206155044,1.049857707,0.196364748,0.844324686,NA
ENSG00000177508,4.226098851,-3.164863921,1.405914111,-2.251107586,0.024378724,NA
ENSG00000177519,0.66688481,0.6325344,3.472911152,0.18213377,0.855477747,NA
ENSG00000177551,0.874373411,0.768291106,2.812145402,0.273204617,0.784695931,NA
ENSG00000177627,0.428532214,-0.54880406,3.163422524,-0.173484274,0.862270788,NA
ENSG00000177669,1.245491846,-1.399629943,1.587125826,-0.881864512,0.37785008,NA
ENSG00000177688,0.59666914,-1.520544727,2.385691239,-0.637360234,0.523890224,NA
ENSG00000177689,1.721607114,-0.776974277,1.521614586,-0.510624888,0.609613746,NA
ENSG00000177710,3.232373799,0.05603921,1.069626119,0.0523914,0.958216826,NA
ENSG00000177736,0.24271148,-1.2729428,3.526736984,-0.360940667,0.718143802,NA
ENSG00000177752,0.351894391,-0.50993406,3.528719028,-0.144509681,0.885098013,NA
ENSG00000177776,0.136165139,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000177791,1.682973714,1.01383371,1.774491682,0.571337539,0.56777086,NA
ENSG00000177800,3.132602127,-0.508189536,0.913701894,-0.55618746,0.578082711,NA
ENSG00000177807,2.332554752,0.045036981,1.18303467,0.038069029,0.969632645,NA
ENSG00000177947,0.4148334,2.246849308,3.147374422,0.713880526,0.47530106,NA
ENSG00000177984,8.737200608,-0.216763583,0.582612507,-0.372054463,0.7098523,NA
ENSG00000177992,0.106073888,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000177994,1.404456034,-1.859471938,1.843933172,-1.008426968,0.313249532,NA
ENSG00000178021,0.319166569,-1.732288974,3.493600976,-0.495846259,0.620002885,NA
ENSG00000178055,0.244875599,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000178081,3.754282732,0.316637052,1.152432496,0.2747554,0.783504165,NA
ENSG00000178082,0.319639021,-1.734155494,3.493460877,-0.496400433,0.619611919,NA
ENSG00000178125,3.483093576,-1.309352072,1.02718019,-1.274705338,0.202413557,NA
ENSG00000178150,7.931109746,-0.805596168,0.772135254,-1.043335561,0.296792906,NA
ENSG00000178171,1.040568264,0.114804321,1.687160325,0.068045887,0.945749106,NA
ENSG00000178175,3.916354147,1.70320784,1.157291435,1.471719041,0.141096764,NA
ENSG00000178217,0.136165139,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000178226,4.971690196,1.076346312,0.849566337,1.266936159,0.205178118,NA
ENSG00000178233,1.941163372,-0.340626295,1.271238562,-0.267948365,0.788739064,NA
ENSG00000178235,4.306399715,0.963733648,1.134828289,0.849233014,0.395751646,NA
ENSG00000178257,0.136165139,-0.547972798,3.533811541,-0.155065654,0.876769559,NA
ENSG00000178404,8.115300457,-0.546554197,0.625598283,-0.873650411,0.382308664,NA
ENSG00000178429,2.190310883,0.023746973,1.60126778,0.014830107,0.98816772,NA
ENSG00000178445,1.472541465,-3.923682997,2.229129562,-1.760186157,0.078376248,NA
ENSG00000178458,0.457080428,2.424691947,3.472331775,0.698289249,0.484996321,NA
ENSG00000178462,0.131518177,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000178464,4.769775732,-0.756073615,1.012395628,-0.746816357,0.455174421,NA
ENSG00000178538,0.138801711,0.894699723,3.533811541,0.253182637,0.800127084,NA
ENSG00000178562,3.107879012,0.086856091,1.048006862,0.082877407,0.933949019,NA
ENSG00000178568,3.441175761,1.080361533,1.404851399,0.769021929,0.441880292,NA
ENSG00000178631,2.575329116,-0.683595691,1.148790596,-0.595056831,0.551805483,NA
ENSG00000178645,1.467899089,-0.245342037,1.470167484,-0.166880332,0.867464209,NA
ENSG00000178654,0.30188628,-0.506226021,3.528897721,-0.143451599,0.885933534,NA
ENSG00000178715,1.474892078,2.400765221,1.937985587,1.238794157,0.215421738,NA
ENSG00000178723,0.237592066,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000178732,1.564200789,-1.667472443,1.417129849,-1.176654662,0.239333371,NA
ENSG00000178750,1.308147272,-1.03646832,1.763497645,-0.587734451,0.556710548,NA
ENSG00000178776,0.195812392,0.173365715,3.533811541,0.049059129,0.960872175,NA
ENSG00000178795,8.001109303,1.42052565,0.955590641,1.486542028,0.137135809,NA
ENSG00000178796,1.181317568,-0.463911623,1.429535497,-0.324519135,0.745545038,NA
ENSG00000178821,2.545910791,-0.06263294,0.982417499,-0.063753893,0.949166191,NA
ENSG00000178826,3.660106773,-0.227407434,1.080638993,-0.210437931,0.833325891,NA
ENSG00000178882,1.094587885,-3.486872422,2.378244042,-1.466154171,0.142606291,NA
ENSG00000178919,73.1486138,0.329096891,2.476082273,0.132910322,NA,NA
ENSG00000178928,0.963796738,-0.423777056,2.26801957,-0.186848941,0.851779073,NA
